restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,Popularity Score
99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250.0,Yes,No,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",HSR,404.0
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,Yes,No,"South Indian, North Indian, Fast Food, Chinese",HSR,HSR,112.0
99Foods,Quick Bites,3.4,32,400.0,No,No,"Biryani, North Indian, Chinese, Kebab",Marathahalli,Marathahalli,108.8
9D Foods,Quick Bites,4.0,458,400.0,Yes,No,"North Indian, Street Food",Brookefield,Marathahalli,1832.0
9th Cross Cafe,Cafe,3.6,12,550.0,No,No,"Cafe, Italian, French",Indiranagar,Jeevan Bhima Nagar,43.2
A 1 Pizza and Food,Delivery,2.8,211,300.0,Yes,No,"Pizza, Chinese, North Indian",Indiranagar,Old Airport Road,590.8
A Bar,Bar,3.3,19,600.0,No,No,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",HSR,62.699999999999996
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,Yes,No,"Cafe, American, Burger, Sandwich, Beverages",Koramangala 4th Block,Koramangala 5th Block,12345.3
A Little For Love,Bakery,3.4,12,350.0,No,No,Bakery,Kalyan Nagar,Hennur,40.8
A M Biryani Hotel,Quick Bites,3.3,6,300.0,Yes,No,"North Indian, Chinese, Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road,19.799999999999997
A Southern Fair,Casual Dining,3.0,19,750.0,Yes,No,"Biryani, Seafood, South Indian",Whitefield,Whitefield,57.0
A Today Thick Shakes,Beverage Shop,3.2,9,200.0,No,No,Beverages,Jayanagar,Koramangala 5th Block,28.8
A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,73.5
A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300.0,No,No,Biryani,Rajajinagar,Basaveshwara Nagar,12.8
A1 Biriyani Point,Quick Bites,3.0,10,200.0,No,No,Biryani,Malleshwaram,Seshadripuram,30.0
A1 Garam Masala,Casual Dining,3.6,25,500.0,Yes,No,"North Indian, Andhra, Chinese",JP Nagar,Kanakapura Road,90.0
A1 Hot Dum Biryani,Quick Bites,3.2,4,150.0,No,No,Biryani,Whitefield,Whitefield,12.8
A1 Spice Inn,Casual Dining,3.5,46,500.0,No,No,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram,Yeshwantpur,161.0
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,Yes,No,"South Indian, North Indian, Chinese, Street Food, Fast Food",Whitefield,Whitefield,1360.0
A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,Yes,No,"South Indian, Fast Food, Street Food",Basavanagudi,Basavanagudi,261.90000000000003
A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,Yes,No,"Chinese, North Indian",Indiranagar,Ejipura,155.4
Aaccord Restaurant,Casual Dining,2.8,40,600.0,No,No,"Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,112.0
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,Yes,No,"South Indian, North Indian, Chinese, Biryani",Banashankari,Basavanagudi,16.5
Aadvik Nightfood,Delivery,3.6,22,350.0,Yes,No,Fast Food,Frazer Town,Frazer Town,79.2
Aagaman Veg,Casual Dining,2.8,40,900.0,Yes,No,"North Indian, Chinese, South Indian",Electronic City,Electronic City,112.0
Aaha,Quick Bites,3.6,93,300.0,Yes,No,"North Indian, Chinese",Marathahalli,Brookefield,334.8
Aaha Andhra,Casual Dining,3.4,58,900.0,No,No,"Andhra, Biryani, North Indian",Marathahalli,Marathahalli,197.2
Aahar Vihar,Quick Bites,4.0,68,250.0,Yes,No,North Indian,Brookefield,Marathahalli,272.0
Aahara Vihar,Quick Bites,3.5,13,300.0,No,No,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram,45.5
Aaharam,Quick Bites,4.0,65,350.0,No,No,"Chinese, North Indian",HSR,Koramangala 1st Block,260.0
Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,Yes,No,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,3108.0
Aami Bangali,Casual Dining,3.0,66,700.0,Yes,No,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,198.0
Aami Kolkata,Delivery,3.3,5,600.0,No,No,Bengali,Bannerghatta Road,Bannerghatta Road,16.5
Aao G Khao G,Quick Bites,3.5,11,200.0,Yes,No,"North Indian, Chinese",HSR,HSR,38.5
Aapni Rasoi,Quick Bites,3.2,127,400.0,Yes,No,North Indian,Bellandur,Bellandur,406.40000000000003
Aaranya Restaurant,Casual Dining,3.4,212,800.0,Yes,No,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",HSR,720.8
Aarti Paratha & Rolls Corner,Quick Bites,3.6,15,200.0,Yes,No,"North Indian, Fast Food",New BEL Road,New BEL Road,54.0
Aarya Pork Hotel,Quick Bites,3.3,11,300.0,No,No,"South Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",BTM,36.3
Aashirvaad Restaurant,Quick Bites,3.1,249,300.0,Yes,No,"North Indian, Oriya, Chinese",Brookefield,Marathahalli,771.9
Aashish Foods,Quick Bites,2.7,35,150.0,Yes,No,North Indian,Brookefield,Brookefield,94.5
Aasife & Brothers Biriyani Centre,Casual Dining,3.8,120,600.0,Yes,No,"Biryani, North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,456.0
Aastha Bengali Mess,Quick Bites,3.9,131,250.0,Yes,No,"Chinese, Bengali",Malleshwaram,Yeshwantpur,510.9
Aata's Kitchen,Quick Bites,2.8,40,250.0,Yes,No,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,112.0
Aathithya,Casual Dining,3.1,16,1100.0,No,No,"North Indian, Continental, Chinese",Brigade Road,Infantry Road,49.6
Aathurar,Casual Dining,3.2,574,600.0,Yes,No,"Chettinad, Biryani, South Indian, Seafood",Indiranagar,Jeevan Bhima Nagar,1836.8000000000002
Abbabi Chicken,Quick Bites,3.7,134,200.0,No,No,Fast Food,Sarjapur Road,Bellandur,495.8
Abhiruchi,Casual Dining,3.8,164,650.0,No,No,"Andhra, Seafood, North Indian, Chinese",Kalyan Nagar,Kammanahalli,623.1999999999999
